Scraped_Date,Scraped_Time,Product_URL,Product_ID,Product_Name,Weight,SKU,UPC,Brand,Price,Rating,Reviews,Availability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/advance-terrier-medium-breed-13kg-p-36631,36631,ADVANCE TERRIER MEDIUM BREED 13KG,13kg,165777,9334214054650,ADVANCE,$153.00,5.0,1,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-adult-chicken-and-rice-3kg-p-16864,16864,BLACK HAWK ADULT CHICKEN AND RICE 3KG,3kg,165015,9338362001054,BLACK HAWK,$47.50,4.8,13,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-adult-fish-and-potato-20kg-p-21025,21025,BLACK HAWK ADULT FISH AND POTATO 20KG,20kg,165021,9338362001399,BLACK HAWK,$186.00,4.9,100,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-adult-chicken-and-rice-10kg-p-22945,22945,BLACK HAWK ADULT CHICKEN AND RICE 10KG,10kg,165740,9338362001559,BLACK HAWK,$118.00,4.9,24,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-chicken-rice-for-large-breed-puppies-20kg-p-38680,38680,BLACK HAWK CHICKEN & RICE FOR LARGE BREED PUPPIES 20KG,20kg,242628,9312239049806,BLACK HAWK,$123.75,4.7,3,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-chicken-rice-for-large-breed-puppies-3kg-p-38673,38673,BLACK HAWK CHICKEN & RICE FOR LARGE BREED PUPPIES 3KG,3kg,242621,9312239049783,BLACK HAWK,$39.72,N/A,N/A,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/advance-puppy-plus-chicken-and-rice-410g-p-21457,21457,ADVANCE PUPPY PLUS CHICKEN AND RICE 410G,410g,162096,9334214017518,ADVANCE,$5.14,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-adult-lamb-and-rice-3kg-p-16863,16863,BLACK HAWK ADULT LAMB AND RICE 3KG,3kg,165014,9338362000941,BLACK HAWK,$47.50,4.6,13,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/applaws-dog-can-chicken-vegetable-370g-p-37768,37768,APPLAWS DOG CAN CHICKEN VEGETABLE 370G,370g,243070,5060481895484,APPLAWS,$4.52,N/A,N/A,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/billies-bowl-large-breed-puppy-with-chicken-10kg-p-40263,40263,BILLIES BOWL LARGE BREED PUPPY WITH CHICKEN 10KG,10kg,100000037684,9392596005097,BILLIE'S BOWL,$34.97,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-salmon-dog-food-1kg-p-30310,30310,BALANCED LIFE SALMON DOG FOOD 1KG,1kg,242263,9323961008177,BALANCED LIFE,$51.74,4.3,24,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-chicken-dog-food-1kg-p-30302,30302,BALANCED LIFE CHICKEN DOG FOOD 1KG,1kg,242255,9323961009105,BALANCED LIFE,$43.74,4.2,14,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-enhanced-dry-food-with-kangaroo-meat-pieces-25kg-p-32225,32225,BALANCED LIFE ENHANCED  DRY FOOD WITH KANGAROO MEAT PIECES 2.5KG,5kg,242350,9323961000102,BALANCED LIFE,$46.96,4.3,8,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/billies-bowl-adult-with-beef-10kg-p-40261,40261,BILLIES BOWL ADULT WITH BEEF 10KG,10kg,100000037686,9392596005110,BILLIE'S BOWL,$34.97,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-kangaroo-dog-food-1kg-p-30307,30307,BALANCED LIFE KANGAROO DOG FOOD 1KG,1kg,242260,9323961007019,BALANCED LIFE,$51.74,4.4,25,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-enhanced-dry-food-with-salmon-pieces-25kg-p-32227,32227,BALANCED LIFE ENHANCED DRY FOOD WITH SALMON PIECES 2.5KG,5kg,242352,9323961000140,BALANCED LIFE,$46.96,4.8,16,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-enhanced-dry-food-with-chicken-meat-pieces-25kg-p-32229,32229,BALANCED LIFE ENHANCED DRY FOOD WITH CHICKEN MEAT PIECES 2.5KG,5kg,242354,9323961000126,BALANCED LIFE,$43.74,5.0,9,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/billies-bowl-adult-with-fish-10kg-p-40262,40262,BILLIES BOWL ADULT WITH FISH 10KG,10kg,100000037688,,BILLIE'S BOWL,$34.97,1.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/absolute-holistic-air-dried-dog-treats-grand-prairie-chicken-hoki-100gm-p-31635,31635,ABSOLUTE HOLISTIC AIR DRIED DOG TREATS - GRAND PRAIRIE CHICKEN & HOKI 100GM,,217037,712038202034,ABSOLUTE HOLISTIC,$14.48,5.0,7,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/beasty-tendon-chews-85g-p-37980,37980,BEASTY TENDON CHEWS 85G,85g,213409,745125183541,BEASTY,$15.99,N/A,N/A,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/beasty-angus-bites-85g-p-37977,37977,BEASTY ANGUS BITES 85G,85g,213406,745125183510,BEASTY,$17.99,N/A,N/A,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-duck-mint-cinnamon-medium-p-36608,36608,BELL & BONE DENTAL STICK DUCK MINT & CINNAMON MEDIUM,,215310,9356781000175,BELL AND BONE,$18.98,5.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-chicken-with-mint-seaweed-dental-stick-small-p-35888,35888,BELL & BONE CHICKEN WITH MINT & SEAWEED DENTAL STICK SMALL,,217086,9356781000007,BELL AND BONE,$16.98,3.7,3,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-lamb-mint-manuka-honey-small-p-36610,36610,BELL & BONE DENTAL STICK LAMB MINT & MANUKA HONEY SMALL,,215312,9356781000199,BELL AND BONE,$16.98,5.0,4,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-collagen-chew-sticks-for-adult-dogs-beef-p-36614,36614,BELL AND BONE COLLAGEN CHEW STICKS FOR ADULT DOGS - BEEF,,215316,9356781000236,BELL AND BONE,$19.98,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/absolute-holistic-air-dried-dog-treats-red-meat-beef-venison-100gm-p-31633,31633,ABSOLUTE HOLISTIC AIR DRIED DOG TREATS - RED MEAT BEEF & VENISON 100GM,,217035,712038202065,ABSOLUTE HOLISTIC,$14.48,4.8,6,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-salmon-with-mint-charcoal-medium-p-35892,35892,BELL & BONE SALMON WITH MINT & CHARCOAL MEDIUM,,217090,9356781000045,BELL AND BONE,$18.98,4.5,2,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-lamb-mint-manuka-honey-large-p-36612,36612,BELL & BONE DENTAL STICK LAMB MINT & MANUKA HONEY LARGE,,215314,9356781000212,BELL AND BONE,$20.98,4.4,5,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-chicken-with-mint-seaweed-dental-stick-large-p-35890,35890,BELL & BONE CHICKEN WITH MINT & SEAWEED DENTAL STICK LARGE,,217088,9356781000021,BELL AND BONE,$20.98,4.7,10,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12-kangaroo-tail-treat-p-34728,34728,BALANCED LIFE 12 KANGAROO TAIL TREAT,,217083,9323961008795,BALANCED LIFE,$16.31,1.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-5-kangaroo-tail-treat-p-34724,34724,"BALANCED LIFE 5"" KANGAROO TAIL TREAT",,217081,9323961008740,BALANCED LIFE,$8.21,4.3,3,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-kangaroo-dog-companion-treats-140g-p-30306,30306,BALANCED LIFE KANGAROO DOG COMPANION TREATS 140G,140g,242259,9323961008191,BALANCED LIFE,$16.75,4.9,8,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-roo-filled-hoof-treat-p-34716,34716,BALANCED LIFE ROO FILLED HOOF TREAT,,217077,9323961008597,BALANCED LIFE,$7.48,5.0,5,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12-venison-sausage-treat-p-34722,34722,"BALANCED LIFE 12"" VENISON SAUSAGE TREAT",,217080,9323961008672,BALANCED LIFE,$6.49,5.0,2,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-beef-jerky-straps-113g-p-34708,34708,BALANCED LIFE BEEF JERKY STRAPS 113G,113g,217072,9323961008399,BALANCED LIFE,$10.98,4.5,2,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12in-kangaroo-sausage-treat-p-34726,34726,BALANCED LIFE 12in KANGAROO SAUSAGE TREAT,,217082,9323961008788,BALANCED LIFE,$6.51,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-lamb-dog-companion-treats-140g-p-30303,30303,BALANCED LIFE LAMB DOG COMPANION TREATS 140G,140g,242256,9323961008221,BALANCED LIFE,$17.87,4.9,10,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-kangaroo-tail-2pk-p-34707,34707,BALANCED LIFE KANGAROO TAIL 2PK,,217071,9323961008948,BALANCED LIFE,$14.93,4.5,4,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-dog-treat-dental-large-231g-p-34561,34561,BELL AND BONE DOG TREAT DENTAL LARGE 231G,231g,217069,9369998226559,BELL AND BONE,$20.98,5.0,6,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-dog-treat-dental-small-126g-p-34559,34559,BELL AND BONE DOG TREAT DENTAL SMALL 126G,126g,217067,9369998057719,BELL AND BONE,$16.98,5.0,4,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/big-dog-kangaroo-freeze-dried-little-bites-160g-p-36370,36370,BIG DOG KANGAROO FREEZE DRIED LITTLE BITES 160G,160g,217095,9337940006597,BIG DOG,$18.98,5.0,1,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/big-dog-lamb-freeze-dried-little-bites-160g-p-32913,32913,BIG DOG LAMB FREEZE DRIED LITTLE BITES 160G,160g,217057,9337940006566,BIG DOG,$16.98,5.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-dog-treat-dental-medium-182g-p-34560,34560,BELL AND BONE DOG TREAT DENTAL MEDIUM 182G,182g,217068,9369998137640,BELL AND BONE,$18.98,5.0,6,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/big-dog-chicken-freeze-dried-little-bites-160g-p-36369,36369,BIG DOG CHICKEN FREEZE DRIED LITTLE BITES 160G,160g,217094,9337940006573,BIG DOG,$16.98,5.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-collagen-chew-sticks-for-puppies-and-small-dogs-chicken-p-36615,36615,BELL AND BONE COLLAGEN CHEW STICKS FOR PUPPIES AND SMALL DOGS - CHICKEN,,215317,9356781000243,BELL AND BONE,$16.98,4.0,5,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-collagen-chew-sticks-for-puppies-and-small-dogs-beef-p-36613,36613,BELL AND BONE COLLAGEN CHEW STICKS FOR PUPPIES AND SMALL DOGS - BEEF,,215315,9356781000229,BELL AND BONE,$16.98,4.3,4,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/absolute-holistic-air-dried-dog-treats-lamb-confit-100g-p-36301,36301,ABSOLUTE HOLISTIC AIR DRIED DOG TREATS LAMB CONFIT 100G,100g,217093,0763163284099,ABSOLUTE HOLISTIC,$14.48,5.0,2,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-chicken-with-mint-seaweed-dental-stick-medium-p-35889,35889,BELL & BONE CHICKEN WITH MINT & SEAWEED DENTAL STICK MEDIUM,,217087,9356781000014,BELL AND BONE,$18.98,5.0,2,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/absolute-holistic-air-dried-dog-treats-oceanic-farm-blue-mackerel-lamb-100gm-p-31634,31634,ABSOLUTE HOLISTIC AIR DRIED DOG TREATS - OCEANIC FARM BLUE MACKEREL & LAMB 100GM,,217036,712038202058,ABSOLUTE HOLISTIC,$14.48,4.5,20,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/beasty-wagyu-bites-85g-p-37978,37978,BEASTY WAGYU BITES 85G,85g,213407,745125183527,BEASTY,$19.99,5.0,1,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-duck-mint-cinnamon-small-p-36607,36607,BELL & BONE DENTAL STICK DUCK MINT & CINNAMON SMALL,,215309,9356781000168,BELL AND BONE,$16.98,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-salmon-with-mint-charcoal-small-p-35891,35891,BELL & BONE SALMON WITH MINT & CHARCOAL SMALL,,217089,9356781000038,BELL AND BONE,$16.98,3.9,7,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-salmon-with-mint-charcoal-large-p-35893,35893,BELL & BONE SALMON WITH MINT & CHARCOAL LARGE,,217091,9356781000052,BELL AND BONE,$20.98,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-kangaroo-jerky-113g-p-34705,34705,BALANCED LIFE KANGAROO JERKY 113G,113g,217070,9323961008351,BALANCED LIFE,$17.29,4.0,5,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12in-wild-boar-sausage-treat-p-34730,34730,BALANCED LIFE 12in WILD BOAR SAUSAGE TREAT,,217084,9323961008856,BALANCED LIFE,$6.58,2.0,1,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-duck-mint-cinnamon-large-p-36609,36609,BELL & BONE DENTAL STICK DUCK MINT & CINNAMON LARGE,,215311,9356781000182,BELL AND BONE,$20.98,3.5,2,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-bone-dental-stick-lamb-mint-manuka-honey-medium-p-36611,36611,BELL & BONE DENTAL STICK LAMB MINT & MANUKA HONEY MEDIUM,,215313,9356781000205,BELL AND BONE,$18.98,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/beasty-organ-bites-85g-p-37979,37979,BEASTY ORGAN BITES 85G,85g,213408,745125183534,BEASTY,$15.99,5.0,1,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/bell-and-bone-collagen-chew-sticks-for-adult-dogs-chicken-p-36616,36616,BELL AND BONE COLLAGEN CHEW STICKS FOR ADULT DOGS - CHICKEN,,215318,9356781000250,BELL AND BONE,$19.98,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-lamb-ears-3pk-p-34733,34733,BALANCED LIFE LAMB EARS 3PK,,217074,9323961008412,BALANCED LIFE,$10.14,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-6-bully-stick-treat-p-34718,34718,"BALANCED LIFE 6"" BULLY STICK TREAT",,217078,9323961008559,BALANCED LIFE,$4.98,3.5,6,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12-bully-stick-treat-p-34720,34720,"BALANCED LIFE 12"" BULLY STICK TREAT",,217079,9323961008573,BALANCED LIFE,$12.36,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-lamb-crumble-45g-p-34709,34709,BALANCED LIFE LAMB CRUMBLE 45G,45g,217073,9323961008405,BALANCED LIFE,$17.47,5.0,3,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-12in-crocodile-sausage-treat-p-34732,34732,BALANCED LIFE 12in CROCODILE SAUSAGE TREAT,,217085,9323961008849,BALANCED LIFE,$6.68,5.0,1,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-chicken-dog-companion-treats-140g-p-30301,30301,BALANCED LIFE CHICKEN DOG COMPANION TREATS 140G,140g,242254,9323961008443,BALANCED LIFE,$17.44,4.6,9,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/balanced-life-salmon-dog-companion-treats-140g-p-30309,30309,BALANCED LIFE SALMON DOG COMPANION TREATS 140G,140g,242262,9323961008214,BALANCED LIFE,$15.95,4.8,18,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/big-dog-tasmanian-salmon-freeze-dried-little-bites-160g-p-32914,32914,BIG DOG TASMANIAN SALMON FREEZE DRIED LITTLE BITES 160G,160g,217058,9337940006580,BIG DOG,$18.98,5.0,2,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-bigga-1kg-p-4689,4689,BLACKDOG BISCUIT BIGGA 1KG,1kg,216041,9319993800643,BLACKDOG,$8.28,4.9,17,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuits-cannabics-500g-p-32171,32171,BLACKDOG BISCUITS CANNABICS 500G,500g,216232,9319993802487,BLACKDOG,$10.48,4.3,26,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-chicken-sticks-6-pack-p-21290,21290,BLACKDOG CHICKEN STICKS 6 PACK,,210512,9319993801008,BLACKDOG,$9.97,4.3,7,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-beef-tendon-p-4309,4309,BLACKDOG BEEF TENDON,,210025,9319993800056,BLACKDOG,$8.04,4.0,30,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-kangaroo-jerky-600g-p-34047,34047,BLACKDOG KANGAROO JERKY 600G,600g,216235,9319993802739,BLACKDOG,$56.50,5.0,6,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-kangaroo-straights-p-4334,4334,BLACKDOG KANGAROO STRAIGHTS,,210050,9319993800503,BLACKDOG,$8.38,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-glucosabic-1kg-p-8738,8738,BLACKDOG BISCUIT GLUCOSABIC 1KG,1kg,216065,9319993800865,BLACKDOG,$9.28,4.8,27,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-cheese-1kg-p-4686,4686,BLACKDOG BISCUIT CHEESE 1KG,1kg,216038,9319993800612,BLACKDOG,$8.25,4.3,23,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-chicken-meat-balls-1kg-p-21306,21306,BLACKDOG CHICKEN MEAT BALLS 1KG,1kg,210527,9319993801220,BLACKDOG,$34.99,4.8,6,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-multi-5kg-p-4675,4675,BLACKDOG BISCUIT MULTI 5KG,5kg,216027,9319993802265,BLACKDOG,$34.98,4.7,106,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-lamb-bone-p-4318,4318,BLACKDOG LAMB BONE,,210034,9319993800186,BLACKDOG,$7.26,4.5,11,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-kangaroo-strips-100g-p-37785,37785,BLACK HAWK KANGAROO STRIPS 100G,100g,217130,9312239048779,BLACK HAWK,$15.22,N/A,N/A,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-chicken-strips-100g-p-37787,37787,BLACK HAWK CHICKEN STRIPS 100G,100g,217132,9312239048793,BLACK HAWK,$15.22,5.0,2,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-beef-straps-100g-p-37782,37782,BLACK HAWK BEEF STRAPS 100G,100g,217127,9312239048748,BLACK HAWK,$15.22,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-beef-liver-150g-p-4342,4342,BLACKDOG BEEF LIVER 150G,150g,210058,9319993800575,BLACKDOG,$10.62,4.0,15,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-fish-and-chicken-sushi-150g-p-21292,21292,BLACKDOG FISH AND CHICKEN SUSHI 150G,150g,210514,9319993801534,BLACKDOG,$10.28,4.4,12,LimitedAvailability
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/black-hawk-chicken-bites-100g-p-37788,37788,BLACK HAWK CHICKEN BITES 100G,100g,217133,9312239048809,BLACK HAWK,$15.22,N/A,N/A,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-chicken-discs-150g-p-9086,9086,BLACKDOG CHICKEN DISCS 150G,150g,210130,9319993800995,BLACKDOG,$8.92,4.7,13,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-chicken-skewers-10-pack-p-21289,21289,BLACKDOG CHICKEN SKEWERS 10 PACK,,210511,9319993801480,BLACKDOG,$12.94,4.7,16,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/fit-n-flash-kangaroo-fillets-120gm-p-25604,25604,FIT 'N FLASH KANGAROO FILLETS 120GM,,211156,9347824000092,FIT 'N' FLASH,$26.99,5.0,9,InStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-premium-chicken-5kg-p-21316,21316,BLACKDOG BISCUIT PREMIUM CHICKEN 5KG,5kg,216182,9319993802258,BLACKDOG,$34.98,4.7,40,OutOfStock
02/15/2023, 11:33:04,https://www.mypetwarehouse.com.au/blackdog-biscuit-charcoal-5kg-p-4679,4679,BLACKDOG BISCUIT CHARCOAL 5KG,5kg,216031,9319993802289,BLACKDOG,$34.98,4.7,71,LimitedAvailability
