Scraped_Date,Scraped_Time,brand,brandless_name,product_id,product_name,skus,display_name,auto_delivery_price,recommended_retail_price,rrp_discount_price,single_order_price
02/15/2023, 14:55:45,Hills Science Diet,Adult Large Breed Dry Dog Food,hills-science-diet-adult-large-breed-dry-dog-food,Hills Science Diet Adult Large Breed Dry Dog Food,H6944,7.5 kg,78.81,91.5,9,82.95
02/15/2023, 14:55:45,Hills Science Diet,Adult Large Breed Dry Dog Food,hills-science-diet-adult-large-breed-dry-dog-food,Hills Science Diet Adult Large Breed Dry Dog Food,H6946,15 kg,101.61,138.5,23,106.95
02/15/2023, 14:55:45,Hills Science Diet,Adult Large Breed Dry Dog Food,hills-science-diet-adult-large-breed-dry-dog-food,Hills Science Diet Adult Large Breed Dry Dog Food,10315HG,12kg,131.45,155.5,11,138.36
02/15/2023, 14:55:45,Hills Science Diet,Adult Large Breed Dry Dog Food,hills-science-diet-adult-large-breed-dry-dog-food,Hills Science Diet Adult Large Breed Dry Dog Food,10315HGVO2X,2 x 12kg,271.18,311.0,13,271.18
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Chicken Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-chicken-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Chicken Sweet Potato,IBGFCP05,5kg,56.0,70.0,0,70.0
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Chicken Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-chicken-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Chicken Sweet Potato,IBGFCP05VO2X,2 x 5kg,82.0,113.9,10,102.5
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Chicken Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-chicken-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Chicken Sweet Potato,IBGFCP15,15kg,82.73,114.9,10,103.41
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-kangaroo-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,IBGFKP05,5kg,56.0,70.0,0,70.0
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-kangaroo-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,IBGFKP05VO2X,2 x 5kg,74.8,103.9,10,93.5
02/15/2023, 14:55:45,Instinctive Bite,Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,instinctive-bite-grain-free-adult-dry-dog-food-kangaroo-sweet-potato,Instinctive Bite Grain Free Adult Dry Dog Food Kangaroo Sweet Potato,IBGFKP15,15kg,82.73,114.9,10,103.41
02/15/2023, 14:55:45,Black Hawk,Dry Dog Food Adult Chicken And Rice,black-hawk-dry-dog-food-adult-chicken-and-rice,Black Hawk Dry Dog Food Adult Chicken And Rice,BCRA3,3kg,33.88,40.99,13,35.66
02/15/2023, 14:55:45,Black Hawk,Dry Dog Food Adult Chicken And Rice,black-hawk-dry-dog-food-adult-chicken-and-rice,Black Hawk Dry Dog Food Adult Chicken And Rice,BCRA3VO2X,6kg,66.4,81.98,15,69.89
02/15/2023, 14:55:45,Black Hawk,Dry Dog Food Adult Chicken And Rice,black-hawk-dry-dog-food-adult-chicken-and-rice,Black Hawk Dry Dog Food Adult Chicken And Rice,DPB0070,10kg,87.38,106.99,14,91.97
02/15/2023, 14:55:45,Black Hawk,Dry Dog Food Adult Chicken And Rice,black-hawk-dry-dog-food-adult-chicken-and-rice,Black Hawk Dry Dog Food Adult Chicken And Rice,BCRA20,20kg,123.49,169.99,24,129.98
02/15/2023, 14:55:45,Black Hawk,Dry Dog Food Adult Chicken And Rice,black-hawk-dry-dog-food-adult-chicken-and-rice,Black Hawk Dry Dog Food Adult Chicken And Rice,BCRA20VO2X,40kg,228.0,339.98,29,239.99
02/15/2023, 14:55:45,Hills Science Diet,Adult Perfect Weight Dry Dog Food,hills-science-diet-adult-perfect-weight-dry-dog-food,Hills Science Diet Adult Perfect Weight Dry Dog Food,H2972,1.8kg,26.87,44.5,36,28.28
02/15/2023, 14:55:45,Hills Science Diet,Adult Perfect Weight Dry Dog Food,hills-science-diet-adult-perfect-weight-dry-dog-food,Hills Science Diet Adult Perfect Weight Dry Dog Food,H2966,6.8kg,91.39,122.0,21,96.19
02/15/2023, 14:55:45,Hills Science Diet,Adult Perfect Weight Dry Dog Food,hills-science-diet-adult-perfect-weight-dry-dog-food,Hills Science Diet Adult Perfect Weight Dry Dog Food,H10116,12.8kg,140.6,179.0,17,147.99
02/15/2023, 14:55:45,Hills Science Diet,Adult Perfect Weight Dry Dog Food,hills-science-diet-adult-perfect-weight-dry-dog-food,Hills Science Diet Adult Perfect Weight Dry Dog Food,H10116VO2X,2 x 12.8kg,290.06,358.0,19,290.06
02/15/2023, 14:55:45,Advance,Large Adult Dry Dog Food Chicken With Rice,advance-large-adult-dry-dog-food-chicken-with-rice,Advance Large Adult Dry Dog Food Chicken With Rice,M216258,8kg,79.76,83.95,0,83.95
02/15/2023, 14:55:45,Advance,Large Adult Dry Dog Food Chicken With Rice,advance-large-adult-dry-dog-food-chicken-with-rice,Advance Large Adult Dry Dog Food Chicken With Rice,M216257,15kg,107.35,150.0,25,112.99
02/15/2023, 14:55:45,Advance,Large Adult Dry Dog Food Chicken With Rice,advance-large-adult-dry-dog-food-chicken-with-rice,Advance Large Adult Dry Dog Food Chicken With Rice,269143,20kg,128.25,185.0,27,135.0
02/15/2023, 14:55:45,Advance,Large Adult Dry Dog Food Chicken With Rice,advance-large-adult-dry-dog-food-chicken-with-rice,Advance Large Adult Dry Dog Food Chicken With Rice,M216257VO2X,30kg,180.5,300.0,37,189.99
02/15/2023, 14:55:45,Advance,Large Adult Dry Dog Food Chicken With Rice,advance-large-adult-dry-dog-food-chicken-with-rice,Advance Large Adult Dry Dog Food Chicken With Rice,269143VO2X,40kg,251.37,370.0,28,264.6
02/15/2023, 14:55:45,Hills Science Diet,Adult Sensitive Stomach Skin Dry Dog Food,hills-science-diet-adult-sensitive-stomach-skin-dry-dog-food,Hills Science Diet Adult Sensitive Stomach Skin Dry Dog Food,H10115,1.81kg,38.0,44.5,10,39.99
02/15/2023, 14:55:45,Hills Science Diet,Adult Sensitive Stomach Skin Dry Dog Food,hills-science-diet-adult-sensitive-stomach-skin-dry-dog-food,Hills Science Diet Adult Sensitive Stomach Skin Dry Dog Food,H10115MS,4 x 1.81kg,129.17,178.0,24,135.96
02/15/2023, 14:55:45,Hills Science Diet,Adult Sensitive Stomach Skin Dry Dog Food,hills-science-diet-adult-sensitive-stomach-skin-dry-dog-food,Hills Science Diet Adult Sensitive Stomach Skin Dry Dog Food,H603842,12kg,131.1,174.0,21,137.99
02/15/2023, 14:55:45,Howl Yes,Adult Beef Dry Dog Food,howl-yes-adult-beef-dry-dog-food,Howl Yes Adult Beef Dry Dog Food,HYAB18,18kg,49.0,70.0,0,70.0
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M440246,800g,10.7,14.5,26,10.7
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M199024MS,4 x 3kg,29.71,180.0,81,34.95
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M199024,3kg,29.34,45.0,23,34.51
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M440246MS,6 x 800g,60.99,87.0,30,60.99
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M199024VO2X,6kg,68.54,80.63,0,80.63
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M199045,15kg,97.75,150.0,23,114.99
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M269152,20kg,114.75,185.0,27,135.0
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M199045VO2X,30kg,160.55,300.0,37,188.88
02/15/2023, 14:55:45,Advance,Large Puppy Dry Dog Food Chicken With Rice,advance-large-puppy-dry-dog-food-chicken-with-rice,Advance Large Puppy Dry Dog Food Chicken With Rice,M269152VO2X,40kg,195.5,370.0,38,229.99
02/15/2023, 14:55:45,Hills Science Diet,Adult Healthy Mobility Large Breed Dry Dog Food,hills-science-diet-adult-healthy-mobility-large-breed-dry-dog-food,Hills Science Diet Adult Healthy Mobility Large Breed Dry Dog Food,H9234,7.03kg,72.77,96.99,21,76.6
02/15/2023, 14:55:45,Hills Science Diet,Adult Healthy Mobility Large Breed Dry Dog Food,hills-science-diet-adult-healthy-mobility-large-breed-dry-dog-food,Hills Science Diet Adult Healthy Mobility Large Breed Dry Dog Food,H9235,13.6 kg,109.21,139.95,18,114.95
02/15/2023, 14:55:45,Hills Science Diet,Adult Healthy Mobility Large Breed Dry Dog Food,hills-science-diet-adult-healthy-mobility-large-breed-dry-dog-food,Hills Science Diet Adult Healthy Mobility Large Breed Dry Dog Food,10344HG,12kg,129.2,174.0,22,135.99
02/15/2023, 14:55:45,Hills Science Diet,Adult Healthy Mobility Large Breed Dry Dog Food,hills-science-diet-adult-healthy-mobility-large-breed-dry-dog-food,Hills Science Diet Adult Healthy Mobility Large Breed Dry Dog Food,10344HGVO2X,24kg,253.22,348.0,23,266.54
02/15/2023, 14:55:45,Royal Canin,Labrador Retriever Puppy Dry Dog Food,royal-canin-labrador-retriever-puppy-dry-dog-food,Royal Canin Labrador Retriever Puppy Dry Dog Food,RC42657,3kg,42.73,50.0,5,47.47
02/15/2023, 14:55:45,Royal Canin,Labrador Retriever Puppy Dry Dog Food,royal-canin-labrador-retriever-puppy-dry-dog-food,Royal Canin Labrador Retriever Puppy Dry Dog Food,RC42657VO2X,6kg,67.5,75.0,0,75.0
02/15/2023, 14:55:45,Royal Canin,Labrador Retriever Puppy Dry Dog Food,royal-canin-labrador-retriever-puppy-dry-dog-food,Royal Canin Labrador Retriever Puppy Dry Dog Food,RC42669,12kg,123.02,168.0,19,136.68
02/15/2023, 14:55:45,Royal Canin,Labrador Retriever Puppy Dry Dog Food,royal-canin-labrador-retriever-puppy-dry-dog-food,Royal Canin Labrador Retriever Puppy Dry Dog Food,RC42669VO2X,24kg,241.11,336.0,20,267.89
02/15/2023, 14:55:45,Royal Canin,Medium Digestive Care Adult Dry Dog Food,royal-canin-medium-digestive-care-adult-dry-dog-food,Royal Canin Medium Digestive Care Adult Dry Dog Food,RC40854,3kg,40.46,52.0,18,42.58
02/15/2023, 14:55:45,Royal Canin,Medium Digestive Care Adult Dry Dog Food,royal-canin-medium-digestive-care-adult-dry-dog-food,Royal Canin Medium Digestive Care Adult Dry Dog Food,RC40854VO2X,6kg,72.6,76.42,0,76.42
02/15/2023, 14:55:45,Royal Canin,Medium Digestive Care Adult Dry Dog Food,royal-canin-medium-digestive-care-adult-dry-dog-food,Royal Canin Medium Digestive Care Adult Dry Dog Food,RC27194,10kg,95.47,130.0,23,100.49
02/15/2023, 14:55:45,Royal Canin,Medium Digestive Care Adult Dry Dog Food,royal-canin-medium-digestive-care-adult-dry-dog-food,Royal Canin Medium Digestive Care Adult Dry Dog Food,RC40890,15kg,118.56,159.99,22,124.79
02/15/2023, 14:55:45,Royal Canin,Medium Digestive Care Adult Dry Dog Food,royal-canin-medium-digestive-care-adult-dry-dog-food,Royal Canin Medium Digestive Care Adult Dry Dog Food,RC30537,12kg,132.48,168.0,17,139.45
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Dry Dog Food,royal-canin-maxi-adult-dry-dog-food,Royal Canin Maxi Adult Dry Dog Food,RC40859,4kg,51.34,65.0,17,54.04
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Dry Dog Food,royal-canin-maxi-adult-dry-dog-food,Royal Canin Maxi Adult Dry Dog Food,RC40859VO2X,8kg,93.1,130.0,25,98.0
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Dry Dog Food,royal-canin-maxi-adult-dry-dog-food,Royal Canin Maxi Adult Dry Dog Food,RC40989,15kg,122.92,180.0,28,129.38
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Dry Dog Food,royal-canin-maxi-adult-dry-dog-food,Royal Canin Maxi Adult Dry Dog Food,RC40989VO2X,30kg,240.91,360.0,30,253.58
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M440184,800g,14.5,14.5,0,14.5
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M174996MS,4 x 3kg,29.41,180.0,83,30.95
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M174996,3kg,34.97,45.0,18,36.81
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M174996VO2X,6kg,68.55,72.15,0,72.15
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M440184MS,6 x 800g,87.0,87.0,0,87.0
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M175094,15kg,107.35,150.0,25,112.99
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M269154,20kg,128.25,185.0,27,135.0
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M175094VO2X,30kg,180.5,300.0,37,189.99
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Chicken With Rice,advance-medium-adult-dry-dog-food-chicken-with-rice,Advance Medium Adult Dry Dog Food Chicken With Rice,M269154VO2X,40kg,218.5,370.0,38,229.99
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Adult Dry Dog Food,royal-canin-golden-retriever-adult-dry-dog-food,Royal Canin Golden Retriever Adult Dry Dog Food,RC12850,3kg,27.98,40.0,26,29.45
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Adult Dry Dog Food,royal-canin-golden-retriever-adult-dry-dog-food,Royal Canin Golden Retriever Adult Dry Dog Food,RC12850VO2X,6kg,60.31,80.0,21,63.48
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Adult Dry Dog Food,royal-canin-golden-retriever-adult-dry-dog-food,Royal Canin Golden Retriever Adult Dry Dog Food,RC12851,12kg,108.56,156.0,27,114.27
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Adult Dry Dog Food,royal-canin-golden-retriever-adult-dry-dog-food,Royal Canin Golden Retriever Adult Dry Dog Food,RC12851VO2X,24kg,212.78,312.0,28,223.97
02/15/2023, 14:55:45,Royal Canin,Maxi Puppy Dry Dog Food,royal-canin-maxi-puppy-dry-dog-food,Royal Canin Maxi Puppy Dry Dog Food,RC40857,4kg,54.45,67.0,10,60.49
02/15/2023, 14:55:45,Royal Canin,Maxi Puppy Dry Dog Food,royal-canin-maxi-puppy-dry-dog-food,Royal Canin Maxi Puppy Dry Dog Food,RC40857VO2X,8kg,91.24,101.37,0,101.37
02/15/2023, 14:55:45,Royal Canin,Maxi Puppy Dry Dog Food,royal-canin-maxi-puppy-dry-dog-food,Royal Canin Maxi Puppy Dry Dog Food,RC40988,15kg,125.52,190.0,27,139.46
02/15/2023, 14:55:45,Royal Canin,Maxi Puppy Dry Dog Food,royal-canin-maxi-puppy-dry-dog-food,Royal Canin Maxi Puppy Dry Dog Food,RC40988VO2,30kg,225.95,251.05,0,251.05
02/15/2023, 14:55:45,Instinctive Bite,Original Adult Dry Dog Food Chicken Brown Rice,instinctive-bite-original-adult-dry-dog-food-chicken-brown-rice,Instinctive Bite Original Adult Dry Dog Food Chicken Brown Rice,IBOCBR05,5kg,56.0,70.0,0,70.0
02/15/2023, 14:55:45,Instinctive Bite,Original Adult Dry Dog Food Chicken Brown Rice,instinctive-bite-original-adult-dry-dog-food-chicken-brown-rice,Instinctive Bite Original Adult Dry Dog Food Chicken Brown Rice,IBOCBR05VO2X,2 x 5kg,66.6,92.5,10,83.25
02/15/2023, 14:55:45,Instinctive Bite,Original Adult Dry Dog Food Chicken Brown Rice,instinctive-bite-original-adult-dry-dog-food-chicken-brown-rice,Instinctive Bite Original Adult Dry Dog Food Chicken Brown Rice,IBOCBR05VO3X,15kg,79.2,147.0,33,99.0
02/15/2023, 14:55:45,Instinctive Bite,Original Adult Dry Dog Food Chicken Brown Rice,instinctive-bite-original-adult-dry-dog-food-chicken-brown-rice,Instinctive Bite Original Adult Dry Dog Food Chicken Brown Rice,IBOCBR15,15kg,71.28,99.0,10,89.1
02/15/2023, 14:55:45,Howl Yes,Adult Chicken Dry Dog Food,howl-yes-adult-chicken-dry-dog-food,Howl Yes Adult Chicken Dry Dog Food,HYAC18,18kg,49.0,70.0,0,70.0
02/15/2023, 14:55:45,Royal Canin,German Shepherd Adult Dry Dog Food,royal-canin-german-shepherd-adult-dry-dog-food,Royal Canin German Shepherd Adult Dry Dog Food,RC40704,3 kg,33.21,40.0,13,34.95
02/15/2023, 14:55:45,Royal Canin,German Shepherd Adult Dry Dog Food,royal-canin-german-shepherd-adult-dry-dog-food,Royal Canin German Shepherd Adult Dry Dog Food,RC40720,12kg,88.24,124.99,26,92.88
02/15/2023, 14:55:45,Royal Canin,German Shepherd Adult Dry Dog Food,royal-canin-german-shepherd-adult-dry-dog-food,Royal Canin German Shepherd Adult Dry Dog Food,RC25534,11kg,98.83,144.0,28,104.03
02/15/2023, 14:55:45,Royal Canin,German Shepherd Adult Dry Dog Food,royal-canin-german-shepherd-adult-dry-dog-food,Royal Canin German Shepherd Adult Dry Dog Food,RC25534VO2X,22kg,193.71,288.0,29,203.9
02/15/2023, 14:55:45,Royal Canin,Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food,RC40849,4kg,52.92,67.0,12,58.8
02/15/2023, 14:55:45,Royal Canin,Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food,RC40849VO2X,8kg,103.73,115.25,0,115.25
02/15/2023, 14:55:45,Royal Canin,Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food,RC41116,15kg,131.36,190.0,23,145.95
02/15/2023, 14:55:45,Royal Canin,Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food,RC41116VO2X,30kg,257.46,380.0,25,286.06
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,M269157MS,4 x 3kg,29.41,180.0,83,30.95
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,M269157,3kg,32.79,45.0,23,34.51
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,M269157VO2X,6kg,68.55,72.15,0,72.15
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,M268971,15kg,107.35,150.0,25,112.99
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,283200,20kg,128.25,185.0,27,135.0
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,M268971VO2X,30kg,180.5,300.0,37,189.99
02/15/2023, 14:55:45,Advance,Medium Adult Dry Dog Food Lamb With Rice,advance-medium-adult-dry-dog-food-lamb-with-rice,Advance Medium Adult Dry Dog Food Lamb With Rice,283200VO2X,40kg,218.5,370.0,38,229.99
02/15/2023, 14:55:45,Advance,Healthy Weight Large Adult Dry Dog Food Chicken With Rice,advance-healthy-weight-large-adult-dry-dog-food-chicken-with-rice,Advance Healthy Weight Large Adult Dry Dog Food Chicken With Rice,M268987,7kg,63.76,78.95,15,67.11
02/15/2023, 14:55:45,Advance,Healthy Weight Large Adult Dry Dog Food Chicken With Rice,advance-healthy-weight-large-adult-dry-dog-food-chicken-with-rice,Advance Healthy Weight Large Adult Dry Dog Food Chicken With Rice,M268974,13kg,111.15,150.0,22,116.99
02/15/2023, 14:55:45,Advance,Healthy Weight Large Adult Dry Dog Food Chicken With Rice,advance-healthy-weight-large-adult-dry-dog-food-chicken-with-rice,Advance Healthy Weight Large Adult Dry Dog Food Chicken With Rice,283198,17kg,141.43,185.0,20,148.87
02/15/2023, 14:55:45,Advance,Healthy Weight Large Adult Dry Dog Food Chicken With Rice,advance-healthy-weight-large-adult-dry-dog-food-chicken-with-rice,Advance Healthy Weight Large Adult Dry Dog Food Chicken With Rice,M268974VO2X,26kg,190.0,300.0,33,199.99
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Joint Care Dry Dog Food,royal-canin-maxi-adult-joint-care-dry-dog-food,Royal Canin Maxi Adult Joint Care Dry Dog Food,RC27184,10kg,112.02,144.0,18,117.91
02/15/2023, 14:55:45,Royal Canin,Maxi Adult Joint Care Dry Dog Food,royal-canin-maxi-adult-joint-care-dry-dog-food,Royal Canin Maxi Adult Joint Care Dry Dog Food,RC27184VO2X,2 x 10kg,235.18,288.0,18,235.18
02/15/2023, 14:55:45,Royal Canin,Maxi Ageing 8 Plus Senior Dry Dog Food,royal-canin-maxi-ageing-8-plus-senior-dry-dog-food,Royal Canin Maxi Ageing 8 Plus Senior Dry Dog Food,RC18149,15kg,133.42,190.0,26,140.44
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOWDPS2,2kg,30.39,39.95,24,30.39
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOWDPS6,6kg,63.64,72.99,13,63.64
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOWI2246,5.6kg,82.95,89.95,8,82.95
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOWDPS13,13kg,106.05,126.95,16,106.05
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOWI2253,12.2kg,126.99,149.95,15,126.99
02/15/2023, 14:55:45,Taste of the Wild,Pacific Stream Smoked Salmon,taste-of-the-wild-pacific-stream-smoked-salmon,Taste Of The Wild Pacific Stream Smoked Salmon,TOW5063,18.1kg,175.0,189.95,8,175.0
02/15/2023, 14:55:45,Royal Canin,Maxi Digestive Care Adult Dry Dog Food,royal-canin-maxi-digestive-care-adult-dry-dog-food,Royal Canin Maxi Digestive Care Adult Dry Dog Food,RC40863,4 kg,43.66,53.95,15,45.95
02/15/2023, 14:55:45,Royal Canin,Maxi Digestive Care Adult Dry Dog Food,royal-canin-maxi-digestive-care-adult-dry-dog-food,Royal Canin Maxi Digestive Care Adult Dry Dog Food,RC40894,15kg,85.5,159.99,44,89.99
02/15/2023, 14:55:45,Royal Canin,Maxi Digestive Care Adult Dry Dog Food,royal-canin-maxi-digestive-care-adult-dry-dog-food,Royal Canin Maxi Digestive Care Adult Dry Dog Food,RC27180,10kg,97.39,130.0,21,102.51
02/15/2023, 14:55:45,Royal Canin,Maxi Digestive Care Adult Dry Dog Food,royal-canin-maxi-digestive-care-adult-dry-dog-food,Royal Canin Maxi Digestive Care Adult Dry Dog Food,RC30539,12kg,132.48,168.0,17,139.45
02/15/2023, 14:55:45,Royal Canin,Medium Adult Dry Dog Food,royal-canin-medium-adult-dry-dog-food,Royal Canin Medium Adult Dry Dog Food,RC40851,4kg,51.34,65.0,17,54.04
02/15/2023, 14:55:45,Royal Canin,Medium Adult Dry Dog Food,royal-canin-medium-adult-dry-dog-food,Royal Canin Medium Adult Dry Dog Food,RC40851VO2X,8kg,94.96,99.95,0,99.95
02/15/2023, 14:55:45,Royal Canin,Medium Adult Dry Dog Food,royal-canin-medium-adult-dry-dog-food,Royal Canin Medium Adult Dry Dog Food,RC41115,15kg,123.74,180.0,28,130.25
02/15/2023, 14:55:45,Royal Canin,Medium Adult Dry Dog Food,royal-canin-medium-adult-dry-dog-food,Royal Canin Medium Adult Dry Dog Food,RC41115VO2X,30kg,242.53,360.0,29,255.29
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Puppy Dry Dog Food,royal-canin-golden-retriever-puppy-dry-dog-food,Royal Canin Golden Retriever Puppy Dry Dog Food,RC13521,3 kg,35.95,35.95,0,35.95
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Puppy Dry Dog Food,royal-canin-golden-retriever-puppy-dry-dog-food,Royal Canin Golden Retriever Puppy Dry Dog Food,RC13522,12kg,132.67,168.0,12,147.41
02/15/2023, 14:55:45,Royal Canin,Golden Retriever Puppy Dry Dog Food,royal-canin-golden-retriever-puppy-dry-dog-food,Royal Canin Golden Retriever Puppy Dry Dog Food,RC13522VO2,24kg,241.65,268.5,0,268.5
02/15/2023, 14:55:45,Hills Science Diet,Adult Dry Dog Food,hills-science-diet-adult-dry-dog-food,Hills Science Diet Adult Dry Dog Food,H6486,3kg,50.54,59.5,11,53.2
