Scraped_Date,Scraped_Time,product_name,handle,brand,product_id,sku,barcode,size,price,availability
02/13/2023, 19:05:56,"Wellness Core Simply Shreds Tuna, Beef &amp; Carrots Wet Dog Food 79g",wellness-core-simply-shreds-tuna-beef-carrots-wet-dog-food,WELLNESS CORE,6660829184136,100000020342,076344012412,79g,3.58,Available
02/13/2023, 19:05:56,Wellness Core Grain Free Adult Wild Game Dry Dog Food 10kg,wellness-core-grain-free-adult-wild-game-dry-dog-food-10kg,WELLNESS CORE,6854796705928,100000052978,76344884392,10kg,170.00,Available
02/13/2023, 19:05:56,Royal Canin Chihuahua Puppy Dry Dog Food 1.5kg,royal-canin-chihuahua-puppy-dry-dog-food,Royal Canin,6660848943240,122725000025,3182550722544,1.5kg,42.38,Available
02/13/2023, 19:05:56,Holistic Select Adult Health - Chicken Meal &amp; Rice Recipe 13.61kg,holistic-select-adult-chicken-rice-dry-dog-food,HOLISTIC SELECT,6661451645064,122719000026,041693249536,13.6kg,151.00,Available
02/13/2023, 19:05:56,Grain Free Large &amp; Giant Breed Adult 10.88kg,holistic-select-grain-free-large-giant-breed-adult-dry-dog-food,HOLISTIC SELECT,6660847304840,122719000063,041693311158,10.88kg,149.00,Out of Stock
02/13/2023, 19:05:56,Pro Plan Sensitive Digestion Adult Lamb &amp; Rice Dry Dog Food 12kg,pro-plan-sensitive-digestion-adult-lamb-rice-dry-dog-food,Pro Plan,6661746917512,100000022570,9300605128866,12kg,172.00,Available
02/13/2023, 19:05:56,Royal Canin Jack Russell Puppy Dry Dog Food 1.5kg,royal-canin-jack-russell-puppy-dry-dog-food,Royal Canin,6660825481352,100000005449,3182550822121,1.5kg,42.38,Available
02/13/2023, 19:05:56,Holistic Select Large &amp; Giant Breed Puppy Health Lamb &amp; Chicken Meals Recipe Dry Dog 13.6kg,holistic-select-large-giant-breed-puppy-health-lamb-chicken-dry-dog-food,HOLISTIC SELECT,6662081806472,122719000022,041693239247,13.6kg,160.00,Available
02/13/2023, 19:05:56,Supercoat Large Breed Adult Chicken Dry Dog Food 18kg,supercoat-large-breed-adult-chicken-dry-dog-food,Supercoat,7042972024968,100000102485,9300605147577,18kg,70.00,Available
02/13/2023, 19:05:56,Billie's Bowl Adult with Real Aussie Beef Dry Dog Food 10kg,billies-bowl-adult-with-real-aussie-beef-dry-dog-food,Billie's Bowl,6660850024584,100000037686,9392596005110,10kg,34.97,Available
02/13/2023, 19:05:56,Supercoat Sensitive Adult Fish Dry Dog Food 15kg,supercoat-sensitive-adult-fish-dry-dog-food,Supercoat,7042971009160,100000102483,9300605147553,15kg,70.00,Available
02/13/2023, 19:05:56,Royal Canin VET Gastrointestinal Low Fat Wet Dog Food 410G,royal-canin-veterinary-diet-gastrointestinal-low-fat-adult-wet-dog-food-cans,Royal Canin VET,6660991647880,100000021867,9003579309452,410g,7.15,Available
02/13/2023, 19:05:56,Billie's Bowl Large Breed Adult with Real Aussie Chicken Dry Dog Food 10kg,billies-bowl-large-breed-adult-with-real-aussie-chicken-dry-dog-food,Billie's Bowl,6660831936648,100000037687,9392596005127,10kg,34.97,Available
02/13/2023, 19:05:56,Billie's Bowl Senior with REAL Aussie Fish Dry Dog Food 10kg,billies-bowl-senior-with-real-aussie-fish-dry-dog-food,Billie's Bowl,6660845469832,100000037688,9392596005134,10kg,34.97,Available
02/13/2023, 19:05:56,Advance Growth Puppy Lamb &amp; Rice Wet Dog Food 410g,advance-growth-puppy-lamb-rice-wet-dog-food,Advance,6660827316360,122711000112,9334214029764,410g,5.14,Available
02/13/2023, 19:05:56,Glow Adult Australian Mackerel 10kg,glow-adult-australian-mackerel-dry-dog-food,Glow,6660836589704,100000001389,9392596015331,10kg,73.48,Available
02/13/2023, 19:05:56,Royal Canin Mini Adult Wet Dog Food 85G,royal-canin-mini-adult-wet-dog-food,Royal Canin,6660854382728,100000007817,9003579008256,85g,3.05,Available
02/13/2023, 19:05:56,Billie's Bowl Adult with Real Aussie Chicken Dry Dog Food 10kg,billies-bowl-adult-with-real-aussie-chicken-dry-dog-food,Billie's Bowl,6660830560392,100000037685,9392596005103,10kg,34.97,Available
02/13/2023, 19:05:56,Supercoat Healthy Weight Adult Chicken Dry Dog Food 18kg,supercoat-healthy-weight-adult-chicken-dry-dog-food,Supercoat,7117397590152,100000102488,9300605147607,18kg,70.00,Available
02/13/2023, 19:05:56,Stockman &amp; Paddock Working Dog Dry Dog Food 20kg,stockman-paddock-working-dog-dry-dog-food,STOCKMAN &amp; PADDOCK,6661221318792,100000020667,9310085200709,20kg,58.75,Available
02/13/2023, 19:05:56,Billie's Bowl Puppy with REAL Aussie Chicken Dry Dog Food 10kg,billies-bowl-puppy-with-real-aussie-chicken-dry-dog-food,Billie's Bowl,6660831641736,100000037683,9392596005080,10kg,34.97,Available
02/13/2023, 19:05:56,Ivory Coat Grain Free Adult Wet Dog Food Lamb &amp; Kangaroo Stew 400g,ivory-coat-grain-free-adult-lamb-kangaroo-stew-wet-dog-food-400g,IVORY COAT,6873252364424,100000005753,9348601002957,400g,5.26,Available
02/13/2023, 19:05:56,ROYAL CANIN VETERINARY DIET Hypoallergenic Wet Dog Food Cans 400G,royal-canin-veterinary-diet-hypoallergenic-wet-dog-food-cans,Royal Canin VET,6660846649480,123012000086,9003579311004,400g,7.07,Available
02/13/2023, 19:05:56,Supercoat Adult Beef Dry Dog Food 18kg,supercoat-adult-beef-dry-dog-food,Supercoat,7042972156040,100000102484,9300605147560,18kg,70.00,Available
02/13/2023, 19:05:56,Advance Adult Casserole with Lamb Wet Dog Food 410G,advance-adult-casserole-with-lamb-wet-dog-food,Advance,6660853629064,122711000116,9334214029825,400g,5.14,Available
02/13/2023, 19:05:56,Supercoat Senior Fish Dry Dog Food 18kg,supercoat-senior-fish-dry-dog-food,Supercoat,7117458768008,100000102489,9300605147614,18kg,70.00,Available
02/13/2023, 19:05:56,Ivory Coat Holistic Nutrition Large Adult Turkey &amp; Brown Rice Dry Dog Food,ivory-coat-holistic-nutrition-large-adult-turkey-brown-rice-dry-dog-food,IVORY COAT,6873251807368,100000060227,9348601004586,15kg,110.00,Available
02/13/2023, 19:05:56,Hill's Prescription Diet Z/D Skin &amp; Food Sensitivities Wet Dog Food 370G,hills-prescription-diet-z-d-skin-food-sensitivities-wet-dog-food,Hill's VET,6660838031496,123011000085,052742701806,370g,6.23,Available
02/13/2023, 19:05:56,Ivory Coat Grain Free Adult Wet Dog Food Lamb &amp; Sardine Stew 400g,ivory-coat-grain-free-adult-wet-dog-food-lamb-sardine-stew-400g,IVORY COAT,6873252528264,100000005754,9348601002964,400g,5.26,Available
02/13/2023, 19:05:56,Royal Canin Golden Retriever Adult Dry Dog Food 12kg,royal-canin-golden-retriever-adult-dry-dog-food,Royal Canin,6661137858696,122725000045,3182550743440,12kg,153.00,Available
02/13/2023, 19:05:56,Supercoat Large Breed Puppy Chicken Dry Dog Food 18kg,supercoat-large-breed-puppy-chicken-dry-dog-food,Supercoat,7042975301768,100000102487,9300605147591,18kg,70.00,Available
02/13/2023, 19:05:56,Billie's Bowl Large Breed Puppy with Real Aussie Chicken Dry Dog Food 10kg,billies-bowl-large-breed-puppy-with-real-aussie-chicken-dry-dog-food,Billie's Bowl,6660828430472,100000037684,9392596005097,10kg,34.97,Available
02/13/2023, 19:05:56,Advance Large Breed Adult Chicken Dry Dog Food 15kg,advance-large-giant-breed-adult-chicken-dry-dog-food,Advance,6661494669448,122711000074,9334214008219,15kg,157.00,Available
02/13/2023, 19:05:56,Glow Adult Australian Turkey Cooked Dog Roll 2kg,glow-adult-australian-turkey-cooked-dog-roll-2kg,Glow,6746730135688,100000053369,9392596007688,2kg,14.98,Available
02/13/2023, 19:05:56,Glow Adult Australian Chicken Cooked Dog Roll 2kg,glow-adult-australian-chicken-cooked-dog-roll-2kg,Glow,6746729382024,100000053373,9392596007725,2kg,14.98,Available
02/13/2023, 19:05:56,Royal Canin Golden Retriever Puppy Chicken Dry Dog Food 12kg,royal-canin-golden-retriever-puppy-chicken-dry-dog-food,Royal Canin,6660838621320,122725000010,3182550751261,12kg,161.00,Available
02/13/2023, 19:05:56,Advance Mature Medium Breed Chicken Dry Dog Food 15kg,advance-mature-medium-breed-chicken-dry-dog-food,Advance,6660827676808,100000004161,9334214046112,15kg,157.00,Available
02/13/2023, 19:05:56,Royal Canin Chihuahua Adult Dry Dog Food 1.5kg,royal-canin-chihuahua-adult-dry-dog-food,Royal Canin,6660851794056,122725000054,3182550728102,1.5kg,41.50,Available
02/13/2023, 19:05:56,Royal Canin Bulldog Adult Dry Dog Food 12kg,royal-canin-bulldog-adult-dry-dog-food,Royal Canin,6660852056200,122725000131,3182550719803,12kg,153.00,Available
02/13/2023, 19:05:56,Ivory Coat Grain Free Large Breed Adult Lamb Dry Dog Food 13kg,ivory-coat-grain-free-large-breed-adult-lamb-dry-dog-food-13kg,IVORY COAT,6873252036744,100000024735,9348601004111,13kg,139.00,Available
02/13/2023, 19:05:56,Ivory Coat Holistic Nutrition Adult Wet Dog Food Chicken &amp; Brown Rice Loaf 400g,ivory-coat-holistic-nutrition-adult-wet-dog-food-chicken-brown-rice-loaf-400g,IVORY COAT,6873253773448,100000024731,9348601003992,400g,4.76,Available
02/13/2023, 19:05:56,Royal Canin Medium Puppy Wet Dog Food 140G,royal-canin-medium-puppy-wet-dog-food,Royal Canin,6660823449736,100000007819,9003579008331,140g,4.39,Available
02/13/2023, 19:05:56,Ivory Coat Grain Free Adult Wet Dog Food Chicken Stew 400g,ivory-coat-grain-free-adult-wet-dog-food-chicken-stew-400g,IVORY COAT,6873252266120,100000005752,9348601002940,400g,5.26,Available
02/13/2023, 19:05:56,Advance Weight Control Large Breed Adult Chicken Dry Dog Food 13kg,advance-weight-control-large-breed-adult-chicken-dry-dog-food,Advance,6660852318344,122711000015,9334214024103,13kg,153.00,Available
02/13/2023, 19:05:56,Ivory Coat Holistic Nutrition Adult Wet Dog Food Lamb &amp; Brown Rice Loaf 400g,ivory-coat-holistic-nutrition-adult-wet-dog-food-lamb-brown-rice-loaf-400g,IVORY COAT,6873252855944,100000024732,9348601004005,400g,4.76,Available
02/13/2023, 19:05:56,Cobber Active Dog Dry Dog Food 20kg,cobber-active-dog-dry-dog-food,Cobber,6661392203912,122016000009,9310394040119,20kg,58.98,Available
02/13/2023, 19:05:56,Supercoat Adult Chicken Dry Dog Food 18kg,supercoat-adult-chicken-dry-dog-food,Supercoat,7042974777480,100000102491,9300605147690,18kg,70.00,Available
02/13/2023, 19:05:56,Hill's Prescription Diet I/D Digestive Care Wet Dog Food,hills-prescription-diet-i-d-digestive-care-wet-dog-food,Hill's VET,6660822696072,123011000027,052742700809,370g,6.23,Available
02/13/2023, 19:05:56,Ivory Coat Holistic Nutrition Adult Wet Dog Food Beef &amp; Brown Rice Loaf 400g,ivory-coat-holistic-nutrition-adult-wet-dog-food-beef-brown-rice-loaf-400g,IVORY COAT,6873253380232,100000024733,9348601004012,400g,4.76,Available
02/13/2023, 19:05:56,Royal Canin Dachshund Adult Wet Dog Food 85G,royal-canin-dachshund-adult-wet-dog-food,Royal Canin,6660825546888,100000001541,9003579001585,85g,3.05,Available
02/13/2023, 19:05:56,Hill's Science Diet Adult Beef Wet Dog Food 363G,hills-science-diet-adult-beef-wet-dog-food,Hill's Science Diet,6660825186440,122718000076,052742143101,363g,4.75,Available
02/13/2023, 19:05:56,Royal Canin Maxi Puppy Wet Dog Food 140G,royal-canin-maxi-puppy-wet-dog-food,Royal Canin,6660842487944,100000007822,9003579008454,140g,4.39,Available
