Scraped_Date,Scraped_Time,product_name,handle,brand,product_id,sku,barcode,size,price,availability
02/08/2023, 16:40:42,Meals For Mutts Grain Free Adult Duck &amp; Turkey Dry Dog Food,meals-for-mutts-grain-free-adult-duck-dry-dog-food,MEALS FOR MUTTS,6661122130056,100000003421,680569853080,9kg,94.50,Out of Stock
02/08/2023, 16:40:42,Meals For Mutts Grain Free Adult Duck &amp; Turkey Dry Dog Food,meals-for-mutts-grain-free-adult-duck-dry-dog-food,MEALS FOR MUTTS,6661122130056,100000003422,680569853097,2.50kg,40.87,Out of Stock
02/08/2023, 16:40:42,Royal Canin VET Skin Support Dry Dog Food,royal-canin-veterinary-diet-skin-support-adult-dry-dog-food,Royal Canin VET,6660945739912,123012000036,3182550785723,2kg,52.00,Available
02/08/2023, 16:40:42,Royal Canin VET Skin Support Dry Dog Food,royal-canin-veterinary-diet-skin-support-adult-dry-dog-food,Royal Canin VET,6660945739912,123012000037,3182550785730,7kg,156.00,Available
02/08/2023, 16:40:42,Savourlife Grain Free Australian Salmon Dry Dog Food,savourlife-grain-free-australian-salmon-dry-dog-food,Savourlife,7216319529096,100000019334,9347810000549,2.50kg,48.98,Available
02/08/2023, 16:40:42,Savourlife Grain Free Australian Salmon Dry Dog Food,savourlife-grain-free-australian-salmon-dry-dog-food,Savourlife,7216319529096,100000019335,9347810000556,10kg,124.00,Available
02/08/2023, 16:40:42,Glow Adult Australian Chicken Dry Dog Food,glow-adult-australian-chicken,Glow,7137332068488,100000001381,9332596024063,3kg,31.48,Available
02/08/2023, 16:40:42,Glow Adult Australian Chicken Dry Dog Food,glow-adult-australian-chicken,Glow,7137332068488,100000104386,9392596015294,10kg,73.48,Available
02/08/2023, 16:40:42,Glow Puppy Australian Chicken Dry Dog Food,glow-puppy-australian-chicken,Glow,7137329774728,100000001380,9332596024056,3kg,31.48,Available
02/08/2023, 16:40:42,Glow Puppy Australian Chicken Dry Dog Food,glow-puppy-australian-chicken,Glow,7137329774728,100000104391,9392596015393,10kg,73.48,Available
02/08/2023, 16:40:42,Prime100 SKG Air Dried Duck and Sweet Potato Dry Dog Food,prime100-skg-air-duck-and-sweet-potato-dry-dog-food,SPD Air,6835889864840,100000060289,9340710001845,2.2kg,143.00,Available
02/08/2023, 16:40:42,Prime100 SKG Air Dried Duck and Sweet Potato Dry Dog Food,prime100-skg-air-duck-and-sweet-potato-dry-dog-food,SPD Air,6835889864840,100000060293,9340710001883,600g,45.97,Available
02/08/2023, 16:40:42,Pure Life Natural Boost Adult Lamb Freeze Dried Dog Food,pure-life-natural-boost-adult-lamb-freeze-dried-dog-food,Pure Life,6765912653960,100000076320,9343053002128,8kg,123.99,Available
02/08/2023, 16:40:42,Pure Life Natural Boost Adult Lamb Freeze Dried Dog Food,pure-life-natural-boost-adult-lamb-freeze-dried-dog-food,Pure Life,6765912653960,100000076321,9343053002135,1.8kg,35.99,Available
02/08/2023, 16:40:42,XP3020 Extra Premium Adult Dry Dog Food,xp3020-extra-premium-adult-dry-dog-food,XP3020,6696198209672,100000003498,9327975039226,2.50kg,31.99,Available
02/08/2023, 16:40:42,XP3020 Extra Premium Adult Dry Dog Food,xp3020-extra-premium-adult-dry-dog-food,XP3020,6696198209672,100000003499,9327975039233,8kg,79.99,Available
02/08/2023, 16:40:42,XP3020 Extra Premium Adult Dry Dog Food,xp3020-extra-premium-adult-dry-dog-food,XP3020,6696198209672,100000003500,9327975039417,13kg,132.00,Available
