product_id,product_sku,product_name,regular_price,member_price,product_size,Product Category,Treat Type,Food Type,Advice Care,Brand,Flavour,Ingredients,Nutrition Grade,Breed,Life Stage,Health Benefits,Australia Made,Health Condition Dietary
63051,30299,Royal Canin Maxi Adult Dog Food - 15kg,,,15kg,Dry Food,,,"Remember to have clean, fresh water available for your dog at all times.",ROYAL CANIN,,"maize, maize flour, dehydrated poultry meat, animal fats, maize gluten, hydrolysed animal proteins, dehydrated pork protein, beet pulp, minerals, fish oil, soya oil, yeasts, egg powder, hydrolysed crustaceans (source of glucosamine), hydrolysed cartilage (source of chondroitin).ADDITIVES (per kg): Nutritional additives: Vitamin A: 10500 IU, Vitamin D3: 1000 IU, E1 (Iron): 45 mg, E2 (Iodine): 2.4 mg, E4 (Copper): 8 mg, E5 (Manganese): 60 mg, E6 (Zinc): 197 mg, E8 (Selenium): 0.08 mg, Taurine: 0.3 g - Preservatives - Antioxidants.ANALYTICAL CONSTITUENTS: Protein: 26% - Fat content: 17% - Crude ash: 5.8% - Crude fibres: 1.4% - EPA and DHA fatty acids: 4.2 g/kg.",Superior,Large,Adult,,No,Complete feed for adult large breed dogs (from 26 to 44 kg) from 15 months to 5 years old.
